year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,5,16,859,900,-1,1140,1201,-21,DL,1885,N373NW,LGA,MCO,130,950,9,0,2013-05-16T13:00:00Z
2013,3,16,1125,1130,-5,1426,1437,-11,UA,703,N508UA,JFK,LAX,343,2475,11,30,2013-03-16T15:00:00Z
2013,7,15,1712,1710,2,1944,2035,-51,UA,512,N525UA,JFK,SFO,301,2586,17,10,2013-07-15T21:00:00Z
2013,3,20,1759,1800,-1,1925,1940,-15,UA,463,N830UA,EWR,ORD,114,719,18,0,2013-03-20T22:00:00Z
2013,9,9,1424,1430,-6,1617,1623,-6,9E,3527,N910XJ,LGA,RDU,68,431,14,30,2013-09-09T18:00:00Z
2013,1,2,903,900,3,1218,1225,-7,VX,407,N624VA,JFK,LAX,338,2475,9,0,2013-01-02T14:00:00Z
2013,2,20,1833,1830,3,2110,2121,-11,B6,711,N639JB,JFK,LAS,313,2248,18,30,2013-02-20T23:00:00Z
2013,7,5,1047,1030,17,1343,1345,-2,VX,187,N525VA,EWR,SFO,336,2565,10,30,2013-07-05T14:00:00Z
2013,4,2,2027,1940,47,2308,2231,37,9E,3340,N601LR,JFK,JAX,128,828,19,40,2013-04-02T23:00:00Z
2013,7,21,2146,2040,66,2332,2235,57,MQ,3603,N725MQ,LGA,DTW,82,502,20,40,2013-07-22T00:00:00Z
2013,11,13,1629,1621,8,1905,1839,26,EV,5601,N717EV,LGA,CLT,79,544,16,21,2013-11-13T21:00:00Z
2013,3,4,1658,1705,-7,1820,1830,-10,MQ,4410,N834MQ,JFK,DCA,53,213,17,5,2013-03-04T22:00:00Z
2013,8,5,1355,1338,17,1635,1634,1,B6,213,N607JB,JFK,LGB,321,2465,13,38,2013-08-05T17:00:00Z
2013,12,22,NA,1450,NA,NA,1755,NA,AA,320,N545AA,EWR,DFW,NA,1372,14,50,2013-12-22T19:00:00Z
2013,2,12,916,920,-4,1247,1240,7,AA,1589,N4XJAA,EWR,DFW,232,1372,9,20,2013-02-12T14:00:00Z
2013,8,30,652,655,-3,858,920,-22,AA,1949,N5BVAA,JFK,LAS,279,2248,6,55,2013-08-30T10:00:00Z
2013,11,15,1349,1354,-5,1629,1646,-17,UA,1122,N73276,EWR,PBI,147,1023,13,54,2013-11-15T18:00:00Z
2013,11,10,1254,1300,-6,1528,1550,-22,AA,1145,N3KLAA,LGA,DFW,196,1389,13,0,2013-11-10T18:00:00Z
2013,6,24,1431,1429,2,1653,1659,-6,MQ,3669,N530MQ,LGA,ATL,110,762,14,29,2013-06-24T18:00:00Z
2013,3,23,847,850,-3,1020,1035,-15,MQ,4558,N711MQ,LGA,CLE,72,419,8,50,2013-03-23T12:00:00Z
2013,8,5,1338,1335,3,1448,1503,-15,B6,286,N239JB,JFK,ROC,51,264,13,35,2013-08-05T17:00:00Z
2013,5,28,1500,1455,5,1653,1649,4,EV,4326,N12563,EWR,CLT,81,529,14,55,2013-05-28T18:00:00Z
2013,10,2,1746,1729,17,2051,2050,1,VX,193,N641VA,EWR,SFO,344,2565,17,29,2013-10-02T21:00:00Z
2013,7,6,1027,1025,2,1306,1308,-2,B6,925,N746JB,JFK,TPA,139,1005,10,25,2013-07-06T14:00:00Z
2013,1,29,1832,1815,17,2110,2037,33,9E,3424,N902XJ,JFK,DTW,92,509,18,15,2013-01-29T23:00:00Z
2013,9,30,1449,1450,-1,1715,1745,-30,UA,370,N430UA,EWR,MCO,128,937,14,50,2013-09-30T18:00:00Z
2013,1,30,1639,1600,39,2006,1840,86,DL,847,N646DL,LGA,ATL,142,762,16,0,2013-01-30T21:00:00Z
2013,10,19,1452,1456,-4,1716,1652,24,9E,4120,N824AY,JFK,CLE,88,425,14,56,2013-10-19T18:00:00Z
2013,12,3,1254,1300,-6,1356,1413,-17,US,2181,N752US,LGA,DCA,41,214,13,0,2013-12-03T18:00:00Z
2013,9,13,1317,1249,28,1423,1352,31,B6,1318,N298JB,JFK,BOS,44,187,12,49,2013-09-13T16:00:00Z
2013,9,24,730,730,0,1027,1020,7,WN,1975,N7732A,LGA,HOU,205,1428,7,30,2013-09-24T11:00:00Z
2013,2,11,1742,1715,27,2036,2040,-4,DL,503,N3749D,JFK,SAN,329,2446,17,15,2013-02-11T22:00:00Z
2013,4,25,1143,1145,-2,1442,1431,11,B6,625,N317JB,JFK,HOU,226,1428,11,45,2013-04-25T15:00:00Z
2013,9,26,1910,1901,9,2215,2215,0,UA,1526,N77258,EWR,LAX,317,2454,19,1,2013-09-26T23:00:00Z
2013,2,5,1722,1700,22,2000,1950,10,AA,575,N634AA,JFK,EGE,247,1747,17,0,2013-02-05T22:00:00Z
2013,9,13,1257,1247,10,1542,1535,7,B6,553,N612JB,JFK,PBI,144,1028,12,47,2013-09-13T16:00:00Z
2013,7,22,1141,1145,-4,1325,1320,5,AA,1855,N476AA,LGA,STL,125,888,11,45,2013-07-22T15:00:00Z
2013,4,13,545,545,0,953,927,26,B6,709,N531JB,JFK,SJU,230,1598,5,45,2013-04-13T09:00:00Z
2013,1,23,606,610,-4,1047,1051,-4,B6,709,N569JB,JFK,SJU,201,1598,6,10,2013-01-23T11:00:00Z
2013,5,6,849,850,-1,1248,1300,-12,AA,1357,N5FRAA,JFK,SJU,211,1598,8,50,2013-05-06T12:00:00Z
2013,9,26,1554,1600,-6,1724,1739,-15,UA,269,N812UA,LGA,ORD,104,733,16,0,2013-09-26T20:00:00Z
2013,3,31,1709,1710,-1,1809,1826,-17,EV,4701,N36915,EWR,BTV,43,266,17,10,2013-03-31T21:00:00Z
2013,9,23,627,630,-3,905,914,-9,B6,1099,N563JB,LGA,MCO,127,950,6,30,2013-09-23T10:00:00Z
2013,7,5,1156,1125,31,1254,1235,19,B6,34,N296JB,JFK,BTV,45,266,11,25,2013-07-05T15:00:00Z
2013,6,6,1041,1051,-10,1345,1405,-20,DL,1903,N909DL,LGA,SRQ,159,1047,10,51,2013-06-06T14:00:00Z
2013,8,3,2239,2245,-6,2354,1,-7,B6,234,N231JB,JFK,BTV,48,266,22,45,2013-08-04T02:00:00Z
2013,6,30,NA,1659,NA,NA,1919,NA,DL,2042,N344NB,EWR,ATL,NA,746,16,59,2013-06-30T20:00:00Z
2013,7,16,938,944,-6,1151,1204,-13,EV,4140,N14158,EWR,ATL,102,746,9,44,2013-07-16T13:00:00Z
2013,3,29,1827,1835,-8,2013,2040,-27,DL,2131,N326NB,LGA,DTW,77,502,18,35,2013-03-29T22:00:00Z
2013,7,19,652,700,-8,915,940,-25,AA,2083,N595AA,EWR,DFW,173,1372,7,0,2013-07-19T11:00:00Z
2013,9,6,1852,1755,57,1957,1932,25,EV,5287,N740EV,LGA,MSN,105,812,17,55,2013-09-06T21:00:00Z
2013,1,5,1700,1700,0,2028,2049,-21,DL,31,N723TW,JFK,SFO,362,2586,17,0,2013-01-05T22:00:00Z
2013,3,4,1538,1545,-7,1907,1907,0,DL,2098,N905DL,LGA,MIA,148,1096,15,45,2013-03-04T20:00:00Z
2013,9,27,2013,2016,-3,2127,2128,-1,EV,4312,N14993,EWR,DCA,35,199,20,16,2013-09-28T00:00:00Z
2013,3,6,629,630,-1,852,905,-13,EV,3828,N14173,EWR,ATL,112,746,6,30,2013-03-06T11:00:00Z
2013,11,8,1822,1830,-8,2032,2052,-20,9E,2954,N8560F,JFK,CHS,95,636,18,30,2013-11-08T23:00:00Z
2013,10,14,1930,1930,0,2116,2056,20,EV,4224,N13978,EWR,MKE,112,725,19,30,2013-10-14T23:00:00Z
2013,6,15,822,825,-3,1042,1106,-24,DL,1959,N3772H,JFK,MCO,119,944,8,25,2013-06-15T12:00:00Z
2013,12,10,844,845,-1,1216,1158,18,UA,1296,N14230,EWR,PBI,157,1023,8,45,2013-12-10T13:00:00Z
2013,11,23,1024,1030,-6,1402,1355,7,VX,187,N637VA,EWR,SFO,378,2565,10,30,2013-11-23T15:00:00Z
2013,6,20,1324,1325,-1,1541,1553,-12,DL,2043,N326NB,JFK,ATL,111,760,13,25,2013-06-20T17:00:00Z
2013,5,12,1452,1455,-3,1630,1638,-8,9E,3318,N933XJ,JFK,BUF,60,301,14,55,2013-05-12T18:00:00Z
2013,11,26,555,600,-5,706,719,-13,EV,6177,N14916,EWR,IAD,47,212,6,0,2013-11-26T11:00:00Z
2013,5,23,1303,1215,48,1411,1325,46,B6,74,N266JB,JFK,BTV,48,266,12,15,2013-05-23T16:00:00Z
2013,7,16,1225,1230,-5,1350,1401,-11,9E,3319,N917XJ,JFK,BUF,55,301,12,30,2013-07-16T16:00:00Z
2013,9,17,1019,1020,-1,1155,1211,-16,US,1745,N569UW,EWR,CLT,78,529,10,20,2013-09-17T14:00:00Z
2013,4,4,814,815,-1,940,1008,-28,9E,3521,N924XJ,JFK,ORD,123,740,8,15,2013-04-04T12:00:00Z
2013,3,29,1933,1935,-2,2242,2316,-34,B6,645,N615JB,JFK,SFO,346,2586,19,35,2013-03-29T23:00:00Z
2013,3,21,1819,1820,-1,1949,2005,-16,AA,353,N3KEAA,LGA,ORD,106,733,18,20,2013-03-21T22:00:00Z
2013,2,7,1150,1200,-10,1244,1303,-19,B6,1174,N318JB,EWR,BOS,37,200,12,0,2013-02-07T17:00:00Z
2013,10,1,1119,1125,-6,1353,1425,-32,UA,703,N560UA,JFK,LAX,304,2475,11,25,2013-10-01T15:00:00Z
2013,2,10,1305,1240,25,1548,1555,-7,AA,2041,N5DAAA,JFK,MIA,141,1089,12,40,2013-02-10T17:00:00Z
2013,6,23,705,705,0,1053,1058,-5,B6,3,N594JB,JFK,SJU,200,1598,7,5,2013-06-23T11:00:00Z
2013,9,2,NA,1559,NA,NA,1805,NA,EV,5037,N750EV,LGA,CMH,NA,479,15,59,2013-09-02T19:00:00Z
2013,9,23,1208,1215,-7,1510,1509,1,DL,1685,N344NW,LGA,MCO,125,950,12,15,2013-09-23T16:00:00Z
2013,11,4,1150,1154,-4,1253,1308,-15,EV,3807,N14543,EWR,ORF,51,284,11,54,2013-11-04T16:00:00Z
2013,11,20,1940,1930,10,2133,2138,-5,EV,4361,N34110,EWR,TYS,94,631,19,30,2013-11-21T00:00:00Z
2013,2,14,1045,1056,-11,1204,1230,-26,UA,67,N16713,EWR,ORD,120,719,10,56,2013-02-14T15:00:00Z
2013,7,2,1031,1030,1,1254,1240,14,DL,2343,N307DQ,EWR,ATL,116,746,10,30,2013-07-02T14:00:00Z
2013,10,28,949,950,-1,1204,1214,-10,9E,4060,N8736A,LGA,DAY,80,549,9,50,2013-10-28T13:00:00Z
2013,1,15,1854,1900,-6,2043,2057,-14,9E,3368,N600LR,JFK,PIT,73,340,19,0,2013-01-16T00:00:00Z
2013,7,8,822,829,-7,959,1004,-5,MQ,3363,N846MQ,JFK,RDU,75,427,8,29,2013-07-08T12:00:00Z
2013,9,25,1600,1605,-5,1743,1755,-12,AA,343,N580AA,LGA,ORD,125,733,16,5,2013-09-25T20:00:00Z
2013,9,8,2039,2045,-6,2158,2225,-27,AA,371,N468AA,LGA,ORD,108,733,20,45,2013-09-09T00:00:00Z
2013,10,10,1738,1730,8,1922,1916,6,B6,1185,N307JB,JFK,RDU,72,427,17,30,2013-10-10T21:00:00Z
2013,3,24,2102,2040,22,2206,2148,18,B6,1178,N249JB,EWR,BOS,37,200,20,40,2013-03-25T00:00:00Z
2013,11,12,2030,1900,90,2147,2035,72,EV,4195,N15572,EWR,BNA,114,748,19,0,2013-11-13T00:00:00Z
2013,1,22,2009,1710,179,2112,1820,172,EV,4316,N12996,EWR,BWI,44,169,17,10,2013-01-22T22:00:00Z
2013,1,2,1200,1145,15,1418,1335,43,WN,3018,N364SW,EWR,STL,176,872,11,45,2013-01-02T16:00:00Z
2013,2,8,NA,1505,NA,NA,1637,NA,9E,3393,NA,JFK,DCA,NA,213,15,5,2013-02-08T20:00:00Z
2013,3,21,1317,1310,7,1721,1706,15,UA,1708,N37468,EWR,SJU,221,1608,13,10,2013-03-21T17:00:00Z
2013,7,19,1732,1700,32,2015,1923,52,9E,3448,N921XJ,JFK,CVG,88,589,17,0,2013-07-19T21:00:00Z
2013,11,16,908,915,-7,1237,1230,7,VX,407,N629VA,JFK,LAX,351,2475,9,15,2013-11-16T14:00:00Z
2013,10,25,2136,2140,-4,2306,2250,16,MQ,3660,N542MQ,LGA,BNA,109,764,21,40,2013-10-26T01:00:00Z
2013,7,12,1702,1659,3,1817,1825,-8,UA,244,N833UA,EWR,BOS,40,200,16,59,2013-07-12T20:00:00Z
2013,1,2,1706,1710,-4,1909,1915,-6,US,1447,N539UW,LGA,CLT,100,544,17,10,2013-01-02T22:00:00Z
2013,5,1,1643,1645,-2,1817,1851,-34,DL,1473,N320NB,LGA,MEM,127,963,16,45,2013-05-01T20:00:00Z
2013,1,13,1827,1805,22,2014,1955,19,MQ,4626,N526MQ,LGA,CMH,77,479,18,5,2013-01-13T23:00:00Z
2013,5,24,1803,1725,38,2129,2020,69,AA,1901,N3HNAA,JFK,IAH,206,1417,17,25,2013-05-24T21:00:00Z
2013,12,3,1345,1345,0,1635,1655,-20,AA,1151,N3DWAA,LGA,DFW,197,1389,13,45,2013-12-03T18:00:00Z
2013,8,3,706,720,-14,1024,1025,-1,AS,15,N524AS,EWR,SEA,351,2402,7,20,2013-08-03T11:00:00Z
2013,12,23,746,750,-4,1010,1018,-8,EV,4364,N11187,EWR,MCI,183,1092,7,50,2013-12-23T12:00:00Z
2013,2,16,819,830,-11,1405,1335,30,DL,301,N644DL,JFK,SJU,247,1598,8,30,2013-02-16T13:00:00Z
2013,8,2,611,615,-4,903,910,-7,AA,1895,N3GBAA,EWR,MIA,145,1085,6,15,2013-08-02T10:00:00Z
2013,7,25,1029,1030,-1,1231,1239,-8,DL,2343,N315NB,EWR,ATL,104,746,10,30,2013-07-25T14:00:00Z
2013,2,18,1024,1030,-6,1323,1340,-17,AA,19,N328AA,JFK,LAX,340,2475,10,30,2013-02-18T15:00:00Z
2013,4,5,1754,1703,51,1911,1836,35,B6,36,N519JB,JFK,ROC,49,264,17,3,2013-04-05T21:00:00Z
2013,12,10,1156,1200,-4,1550,1521,29,DL,423,N727TW,JFK,LAX,364,2475,12,0,2013-12-10T17:00:00Z
2013,10,16,751,756,-5,1011,951,20,US,1733,N188US,LGA,CLT,94,544,7,56,2013-10-16T11:00:00Z
2013,7,16,657,700,-3,920,940,-20,AA,2083,N575AA,EWR,DFW,172,1372,7,0,2013-07-16T11:00:00Z
2013,5,8,2017,1845,92,2330,2156,94,DL,2391,N917DL,JFK,TPA,147,1005,18,45,2013-05-08T22:00:00Z
2013,5,19,1526,1445,41,1848,1802,46,DL,127,N723TW,JFK,LAX,327,2475,14,45,2013-05-19T18:00:00Z
2013,3,31,1428,1430,-2,1737,1740,-3,UA,74,N14120,EWR,LAX,346,2454,14,30,2013-03-31T18:00:00Z
2013,2,8,NA,2129,NA,NA,2224,NA,EV,4619,N14952,EWR,PHL,NA,80,21,29,2013-02-09T02:00:00Z
2013,5,31,2010,1940,30,2259,2301,-2,DL,83,N3763D,JFK,FLL,143,1069,19,40,2013-05-31T23:00:00Z
2013,7,30,1101,1100,1,1232,1230,2,WN,3297,N786SW,LGA,BNA,110,764,11,0,2013-07-30T15:00:00Z
2013,9,17,925,815,70,1113,959,74,EV,4869,N713EV,LGA,RIC,49,292,8,15,2013-09-17T12:00:00Z
2013,3,4,1519,1512,7,1814,1825,-11,UA,606,N474UA,EWR,RSW,146,1068,15,12,2013-03-04T20:00:00Z
2013,4,1,1927,1929,-2,2223,2247,-24,DL,1433,N302NB,LGA,RSW,158,1080,19,29,2013-04-01T23:00:00Z
2013,7,1,1640,1450,110,1906,1716,110,9E,3793,N8604C,JFK,CLT,87,541,14,50,2013-07-01T18:00:00Z
2013,1,21,1723,1725,-2,2015,2017,-2,UA,1109,N12116,EWR,MCO,145,937,17,25,2013-01-21T22:00:00Z
2013,5,14,1754,1755,-1,1935,1930,5,MQ,4601,N520MQ,LGA,RDU,63,431,17,55,2013-05-14T21:00:00Z
2013,7,2,1731,1645,46,1904,1815,49,WN,2625,N419WN,LGA,MDW,112,725,16,45,2013-07-02T20:00:00Z
2013,5,17,1119,1100,19,1223,1210,13,MQ,3792,N6EAMQ,JFK,DCA,46,213,11,0,2013-05-17T15:00:00Z
2013,4,18,900,902,-2,1207,1128,39,UA,1643,N41135,EWR,DEN,259,1605,9,2,2013-04-18T13:00:00Z
2013,11,13,1159,1205,-6,1459,1514,-15,DL,1785,N332NB,LGA,PBI,143,1035,12,5,2013-11-13T17:00:00Z
2013,1,23,636,645,-9,915,952,-37,UA,719,N837UA,EWR,DFW,195,1372,6,45,2013-01-23T11:00:00Z
2013,2,6,649,655,-6,854,926,-32,B6,117,N805JB,JFK,MSY,168,1182,6,55,2013-02-06T11:00:00Z
2013,12,6,1521,1500,21,1808,1730,38,MQ,3669,N531MQ,LGA,ATL,119,762,15,0,2013-12-06T20:00:00Z
2013,11,10,1424,1425,-1,1648,1650,-2,MQ,3669,N544MQ,LGA,ATL,116,762,14,25,2013-11-10T19:00:00Z
2013,6,3,1717,1545,92,1936,1803,93,DL,1942,N378NW,EWR,ATL,107,746,15,45,2013-06-03T19:00:00Z
2013,4,18,1246,1245,1,1352,1350,2,AA,1850,N3DAAA,JFK,BOS,32,187,12,45,2013-04-18T16:00:00Z
2013,2,19,1453,1453,0,1729,1725,4,EV,3828,N15983,EWR,JAX,137,820,14,53,2013-02-19T19:00:00Z
2013,1,28,1854,1900,-6,1954,2012,-18,US,2140,N946UW,LGA,BOS,40,184,19,0,2013-01-29T00:00:00Z
2013,11,17,1238,1236,2,1445,1440,5,DL,1131,N309US,LGA,DTW,103,502,12,36,2013-11-17T17:00:00Z
2013,3,12,730,735,-5,930,935,-5,EV,4344,N13992,EWR,DTW,85,488,7,35,2013-03-12T11:00:00Z
2013,7,29,733,720,13,1030,1025,5,AS,15,N551AS,EWR,SEA,335,2402,7,20,2013-07-29T11:00:00Z
2013,5,8,NA,1100,NA,NA,1212,NA,US,2124,NA,LGA,BOS,NA,184,11,0,2013-05-08T15:00:00Z
2013,1,7,1814,1810,4,2035,2037,-2,9E,3542,N915XJ,JFK,MSP,164,1029,18,10,2013-01-07T23:00:00Z
2013,11,17,1946,1930,16,2312,2300,12,DL,1768,N684DA,JFK,SLC,277,1990,19,30,2013-11-18T00:00:00Z
2013,12,29,1545,1550,-5,1903,1915,-12,AA,1410,N3BJAA,LGA,MIA,163,1096,15,50,2013-12-29T20:00:00Z
2013,9,27,731,735,-4,1020,1031,-11,DL,183,N722TW,JFK,SEA,331,2422,7,35,2013-09-27T11:00:00Z
2013,3,29,1823,1810,13,1942,1945,-3,MQ,4484,N720MQ,LGA,BNA,114,764,18,10,2013-03-29T22:00:00Z
2013,8,28,909,915,-6,1013,1039,-26,DL,873,N345NB,JFK,BOS,36,187,9,15,2013-08-28T13:00:00Z
2013,12,18,724,727,-3,943,930,13,EV,4166,N15912,EWR,GSP,94,594,7,27,2013-12-18T12:00:00Z
2013,3,22,1324,1325,-1,1650,1650,0,VX,411,N626VA,JFK,LAX,357,2475,13,25,2013-03-22T17:00:00Z
2013,1,31,1801,1800,1,1922,1913,9,US,2185,N748UW,LGA,DCA,47,214,18,0,2013-01-31T23:00:00Z
2013,3,11,1704,1700,4,1950,1955,-5,AA,257,N3EVAA,JFK,LAS,305,2248,17,0,2013-03-11T21:00:00Z
2013,12,15,1920,1930,-10,2111,2130,-19,MQ,3573,N844MQ,LGA,CMH,86,479,19,30,2013-12-16T00:00:00Z
2013,11,13,1927,1930,-3,2123,2138,-15,EV,4361,N16918,EWR,TYS,88,631,19,30,2013-11-14T00:00:00Z
2013,3,16,1412,1420,-8,1601,1550,11,MQ,3728,N528MQ,EWR,ORD,124,719,14,20,2013-03-16T18:00:00Z
2013,2,3,1602,1605,-3,1858,1944,-46,DL,1508,N927DA,JFK,RSW,149,1074,16,5,2013-02-03T21:00:00Z
2013,7,9,1553,1540,13,1808,1710,58,MQ,3622,N5PBMQ,LGA,BNA,97,764,15,40,2013-07-09T19:00:00Z
2013,3,31,738,747,-9,836,857,-21,EV,3255,N11551,EWR,MHT,39,209,7,47,2013-03-31T11:00:00Z
2013,12,20,1730,1700,30,1841,1819,22,US,2189,N763US,LGA,DCA,46,214,17,0,2013-12-20T22:00:00Z
2013,5,15,2121,2130,-9,2357,17,-20,B6,383,N638JB,LGA,FLL,138,1076,21,30,2013-05-16T01:00:00Z
2013,4,6,854,900,-6,1113,1142,-29,DL,1747,N554NW,LGA,ATL,108,762,9,0,2013-04-06T13:00:00Z
2013,11,2,1110,1115,-5,1236,1240,-4,WN,905,N967WN,LGA,MDW,113,725,11,15,2013-11-02T15:00:00Z
2013,9,18,2009,2015,-6,2142,2155,-13,MQ,3535,N504MQ,JFK,CMH,70,483,20,15,2013-09-19T00:00:00Z
2013,3,12,1605,1446,79,1932,1744,108,UA,1122,N76504,EWR,PBI,186,1023,14,46,2013-03-12T18:00:00Z
2013,2,5,1715,1705,10,2041,2010,31,AA,1905,N516AA,EWR,DFW,226,1372,17,5,2013-02-05T22:00:00Z
2013,5,15,1825,1805,20,1954,1936,18,EV,4663,N16911,EWR,BNA,117,748,18,5,2013-05-15T22:00:00Z
2013,9,17,919,920,-1,1202,1220,-18,VX,407,N631VA,JFK,LAX,319,2475,9,20,2013-09-17T13:00:00Z
2013,11,12,1535,1540,-5,1708,1715,-7,UA,312,N809UA,EWR,CLE,69,404,15,40,2013-11-12T20:00:00Z
2013,9,15,1543,1545,-2,1940,1939,1,DL,4,N3769L,JFK,SJU,195,1598,15,45,2013-09-15T19:00:00Z
2013,9,12,2109,1910,119,9,2215,114,AA,21,N335AA,JFK,LAX,322,2475,19,10,2013-09-12T23:00:00Z
2013,9,13,1816,1754,22,2005,1955,10,DL,1321,N314US,EWR,MSP,135,1008,17,54,2013-09-13T21:00:00Z
2013,9,11,754,758,-4,959,1020,-21,UA,561,N513UA,LGA,DEN,219,1620,7,58,2013-09-11T11:00:00Z
2013,12,12,851,859,-8,1113,1104,9,MQ,3565,N531MQ,LGA,CLT,86,544,8,59,2013-12-12T13:00:00Z
2013,4,29,1459,1500,-1,1617,1638,-21,UA,314,N843UA,LGA,ORD,111,733,15,0,2013-04-29T19:00:00Z
2013,11,16,1252,1300,-8,1538,1533,5,DL,781,N374DA,LGA,ATL,122,762,13,0,2013-11-16T18:00:00Z
2013,11,5,1943,1946,-3,2055,2052,3,EV,4312,N26549,EWR,DCA,50,199,19,46,2013-11-06T00:00:00Z
2013,12,29,1147,1100,47,1440,1358,42,DL,405,N901DE,JFK,MCO,142,944,11,0,2013-12-29T16:00:00Z
2013,1,13,1456,1456,0,1622,1624,-2,9E,4357,N8913A,JFK,ORF,52,290,14,56,2013-01-13T19:00:00Z
2013,11,7,640,645,-5,905,907,-2,B6,675,N634JB,JFK,MSY,183,1182,6,45,2013-11-07T11:00:00Z
2013,6,11,1535,1540,-5,1634,1648,-14,US,1607,N957UW,LGA,PHL,43,96,15,40,2013-06-11T19:00:00Z
2013,12,8,818,825,-7,1003,1010,-7,MQ,3363,N832MQ,JFK,RDU,82,427,8,25,2013-12-08T13:00:00Z
2013,6,3,1509,1430,39,1709,1640,29,EV,4181,N11189,EWR,MCI,155,1092,14,30,2013-06-03T18:00:00Z
2013,3,27,559,600,-1,704,735,-31,MQ,3768,N518MQ,EWR,ORD,106,719,6,0,2013-03-27T10:00:00Z
2013,7,16,652,700,-8,755,806,-11,US,2116,N954UW,LGA,BOS,34,184,7,0,2013-07-16T11:00:00Z
2013,8,23,1328,1330,-2,1546,1558,-12,DL,2043,N349NB,JFK,ATL,105,760,13,30,2013-08-23T17:00:00Z
2013,12,15,1120,1125,-5,1258,1315,-17,MQ,2876,N0EGMQ,LGA,STL,135,888,11,25,2013-12-15T16:00:00Z
2013,12,30,922,930,-8,1234,1221,13,B6,199,N615JB,LGA,MCO,154,950,9,30,2013-12-30T14:00:00Z
2013,3,31,1747,1759,-12,1945,1949,-4,EV,4644,N12924,EWR,CMH,78,463,17,59,2013-03-31T21:00:00Z
2013,12,7,621,620,1,935,925,10,WN,950,N953WN,LGA,HOU,239,1428,6,20,2013-12-07T11:00:00Z
2013,3,28,1711,1710,1,2002,2020,-18,UA,1259,N14237,LGA,IAH,205,1416,17,10,2013-03-28T21:00:00Z
2013,11,22,559,610,-11,751,801,-10,EV,5904,N16112,EWR,CMH,80,463,6,10,2013-11-22T11:00:00Z
2013,4,30,627,635,-8,731,739,-8,B6,1002,N625JB,JFK,BOS,40,187,6,35,2013-04-30T10:00:00Z
2013,2,24,825,830,-5,1301,1335,-34,DL,301,N37700,JFK,SJU,194,1598,8,30,2013-02-24T13:00:00Z
2013,3,22,1936,1935,1,2234,2235,-1,DL,1485,N961DL,LGA,MCO,138,950,19,35,2013-03-22T23:00:00Z
2013,5,25,606,610,-4,800,807,-7,DL,1919,N919DL,LGA,MSP,156,1020,6,10,2013-05-25T10:00:00Z
2013,8,14,1804,1755,9,1959,1921,38,B6,1407,N328JB,JFK,IAD,48,228,17,55,2013-08-14T21:00:00Z
2013,8,10,1900,1900,0,2039,2035,4,WN,2497,N260WN,LGA,MDW,115,725,19,0,2013-08-10T23:00:00Z
2013,9,25,1229,1229,0,1421,1425,-4,EV,3848,N14920,EWR,CLT,87,529,12,29,2013-09-25T16:00:00Z
2013,6,16,855,900,-5,1039,1126,-47,EV,5109,N741EV,LGA,CHS,88,641,9,0,2013-06-16T13:00:00Z
2013,5,12,753,755,-2,904,910,-6,MQ,4418,N844MQ,JFK,DCA,48,213,7,55,2013-05-12T11:00:00Z
2013,11,13,1703,1600,63,1915,1835,40,EV,5811,N13988,EWR,JAX,115,820,16,0,2013-11-13T21:00:00Z
2013,11,24,1903,1835,28,2113,2105,8,UA,237,N420UA,EWR,DEN,224,1605,18,35,2013-11-24T23:00:00Z
2013,7,8,710,714,-4,851,848,3,EV,4213,N11193,EWR,RDU,77,416,7,14,2013-07-08T11:00:00Z
2013,6,27,NA,1635,NA,NA,1816,NA,EV,4702,N17108,EWR,GSO,NA,445,16,35,2013-06-27T20:00:00Z
2013,1,11,952,959,-7,1110,1129,-19,MQ,4670,N532MQ,LGA,BNA,118,764,9,59,2013-01-11T14:00:00Z
2013,3,16,1214,1145,29,1500,1450,10,DL,1174,N377NW,LGA,PBI,148,1035,11,45,2013-03-16T15:00:00Z
2013,4,20,1543,1545,-2,1806,1809,-3,EV,5407,N146PQ,EWR,ATL,119,746,15,45,2013-04-20T19:00:00Z
2013,8,29,1702,1710,-8,1829,1835,-6,MQ,3365,N851MQ,JFK,DCA,40,213,17,10,2013-08-29T21:00:00Z
2013,1,28,1959,1955,4,2256,2310,-14,AA,1709,N3ESAA,LGA,MIA,150,1096,19,55,2013-01-29T00:00:00Z
2013,11,23,708,710,-2,1007,1025,-18,AA,2279,N3BRAA,LGA,MIA,148,1096,7,10,2013-11-23T12:00:00Z
2013,1,19,1331,1330,1,1629,1645,-16,AA,753,N514AA,LGA,DFW,212,1389,13,30,2013-01-19T18:00:00Z
2013,10,10,1534,1520,14,1750,1740,10,MQ,3532,N724MQ,LGA,XNA,160,1147,15,20,2013-10-10T19:00:00Z
2013,3,23,1034,1029,5,1328,1306,22,DL,1529,N395DN,JFK,LAS,317,2248,10,29,2013-03-23T14:00:00Z
2013,9,15,1826,1829,-3,2016,2031,-15,US,1877,N162UW,EWR,CLT,76,529,18,29,2013-09-15T22:00:00Z
2013,4,26,852,900,-8,1031,1025,6,US,2167,N741UW,LGA,DCA,57,214,9,0,2013-04-26T13:00:00Z
2013,9,5,1803,1735,28,1958,2000,-2,WN,401,N215WN,LGA,DEN,212,1620,17,35,2013-09-05T21:00:00Z
